intents,content
zoom_link_query,Can anyone ping me zoom link for statistics class today
zoom_link_query,pyspark zoom link is not working
zoom_link_query,hi. today I have not received the link of todays class of deep learning 00111D
zoom_link_query,"Hi, I did not received any link for ML class which is at 10am today"
zoom_link_query,hi ML class at 10am today link is showing expired while joining
zoom_link_query,is there any class for ML at 10am because link shared is not working
zoom_link_query,i have not received zoom link for tableau and python classes yet
zoom_link_query,"Hi
I have not received zoom link for today power bi and tableau class"
zoom_link_query,plz send me the link to join the session
zoom_link_query,"hi
i have not received zoom link for todays deep learning class"
zoom_link_query,"Hi
Please send me the zoom 
link for python live class"
zoom_link_query,please send me to zoom link for python live class
zoom_link_query,plz provide link for tabkeau class
zoom_link_query,"Hi,
Plz provide zoom link for DLCVNLP CLASS"
zoom_link_query,"Hi,
Plz send zoom link for today DLCVNLP CLASS"
zoom_link_query,"Hi
plz provide zoom link for power bi class"
zoom_link_query,I didn&apos;t got the zoom link yet for ML6th classes
zoom_link_query,plz check the link for 3PM MLD 6th june batch class
zoom_link_query,Can you please provide the zoom link for the one to one discussion
zoom_link_query,please send me the link to join the classes
zoom_link_query,todays link please
zoom_link_query,what is the zoom meeting id for todays ession?
zoom_link_query,zoom meeting id please
zoom_link_query,i didnt receive the zoom link
zoom_link_query,link for todays session
zoom_link_query,"HI Today, class is there which is postponed from yesterday, i din't receive any zoom link to my mail Batch AI - 00111 ok"
zoom_link_query,today only i didn't get the zoom link
zoom_link_query,community stats session zoom link
zoom_link_query,can you send me Zoom link?
zoom_link_query,Todays class link is expired???Deep Learning
zoom_link_query,Could you please the zooom link
zoom_link_query,Going forward please send correct zoom link
zoom_link_query,"Thank you,
I tired with the above link but to join as a student it asks for join code
Please do help.
Waiting for response.

Regards,
Sachin"
zoom_link_query,We didn't get the zoom link
zoom_link_query,provide zoom link for todays python session?
zoom_link_query,could you share ML induction class zoom link?
zoom_link_query,can you share Zoom meeting id ? iwasnt receiving messages since couple of days
zoom_link_query,Please share the zoom link
zoom_link_query,Please share the zoom link/youtube link.I think the class time is at 8 PM
zoom_link_query,please share the zoom link
zoom_link_query,May I have the link please
zoom_link_query,"Hi Good morning,
Today the class for DLNLPCV batch from 25th july the class is as scheduled or there is change in any time. Because I havent received mail for the zoom meeting link for today's session."
zoom_link_query,"Moreover, I have not received the zoom link of the meeting"
zoom_link_query,"Hi, I have not received the ml internship link. Please share the same"
zoom_link_query,i still didnt receive the link
zoom_link_query,I am not able to join today's session
zoom_link_query,getting error as &quot;Webinar has expired.&quot;
zoom_link_query,Could you share me Today ML class's link
zoom_link_query,Can you send me link of today's session from 3 to 5
zoom_link_query,Hi Team I need zoom link to atttend AI class
zoom_link_query,Team.. I have not received the zoom link for tonight's python class. Can you please send ?
zoom_link_query,"Zoom link i got, should we download the app?"
zoom_link_query,can i get zoom link till then&gt;
zoom_link_query,can you please send me zoom link..
zoom_link_query,"can you please share the zoom meeting id , i had registered yesterday"
zoom_link_query,But not received for today's ZOOM link
zoom_link_query,tdy I have a session by 12.30pm but still I didt receive zoom link
zoom_link_query,"Hi team 
Please share the zoom link for both tableau and python course."
zoom_link_query,"
Please share the zoom link for both tableau and python course."
zoom_link_query,hi.today I have not received the Zoom meeting link for the class
zoom_link_query,"there is my One to One session for Resume and process discussion for Todays 8 pm , but while clicking on mentioned link, it is asking for Link ID and Meeting ID. I am unable to Join the meeting."
zoom_link_query,"I am unable to join the zoom link for python, though i could join for the power bi session by amit sir"
zoom_link_query,what is the zoom meeting id for todays dat science ML class from 3pm - 5pm
zoom_link_query,sir I face an error with zoom id
zoom_link_query,But I&apos;m not getting class alerts and zoom link of the new batch.
zoom_link_query,"Dear Team,
Please share the zoom id."
zoom_link_query,Please send me today python class zoom id
zoom_link_query,"Hi Team
Link for today's 3 PM class I haven't received the link yet."
zoom_link_query,when i clicked the zoom link for todays class it is asking for meeting ID
zoom_link_query,I did not get canvas and zoom link
zoom_link_query,"Webinar has expired.
Your meeting ID is a 9, 10, or 11-digit number"
zoom_link_query,My zoom link is not working
zoom_link_query,FOR AI ML CLASS THE ZOOM LINK SENT IS GIVING ERROR
zoom_link_query,CAN YOU RESEND THE LINK IN GMAIL
zoom_link_query,IT SAYS WEBINAR EXPIRED
zoom_link_query,Not able to connect to zoom link for DLNLP class at 12:30PM
zoom_link_query,"Is seems there is some mistake with the zoom meeting scheduling, as per previous class we were suppose to have the class today at 7:00PM IST"
zoom_link_query,It says webinar expired
zoom_link_query,pls send the zoom link for python session
zoom_link_query,Sir... Zoom link not opening....?
zoom_link_query,Not able to connect to DL zoom link sir.... pls help
zoom_link_query,Can you share the extra session zoom ID for Ml. It was supposed to be at 9:30 but I am getting a message that the id has expired
zoom_link_query,Can you share the zoom meeting ID?
zoom_link_query,please provide me zoom meeting id cause i am not able to join
zoom_link_query,"sir please try to understand, i am not able to taking class session. every time it ask for meeting id."
zoom_link_query,provide me only valid zoom meeting id only then i will connect.
zoom_link_query,what is the zoom meeting numbetr
zoom_link_query,Please share the Zoom meeting ID for this class
zoom_link_query,I did not recieve today's ML class link that is supposed to be at 12:30pm 
zoom_link_query,"hi, u guys stopped sending me the links to join classes, i dont know why, can u fwd the link??  both the links, zoom n youtube"
zoom_link_query,"Team, Can you provide me the link for Deep Learning Course of today's lecture which is supposed to be started now at 8pm. As I have registered for the course yesterday and I didnt get any link for today's lecture yet!!"
zoom_link_query,plz share zoom link fol mld 28 class
zoom_link_query,plz share zoom link
zoom_link_query,please send zoom link sir
zoom_link_query,i have not received zoom link for Power bi and Python Data science
zoom_link_query,I'm not receiving zoom link invitation also
zoom_link_query,Hello sir.. I am not able to join meeting please check with link
zoom_link_query,Please share the zoom &amp; youtube link
zoom_link_query,for powerbi as the previous link request the meeting id as of now
zoom_link_query,"Good morning,
I am from MLD6TH batch.

As per the curriculum, we have a doubt clearing session today from 10:00 to 12:00 IST hours.

But my concern is, I have not received the zoom class link yet.

Can you provide me the zoom link to my dashboard to join the class?
"
zoom_platform_query,when i talk why they can't hear me? what setting i should do in zoom?
zoom_platform_query,i used Q&A box and chat box for question..chatbox i tried no response during the classroom
zoom_platform_query,"I am not able to receive answer from Sudhanshu Sir, if I type any query through zoom, could you tell me exactly where I have to raise the doubt during live session"
zoom_platform_query,"I have tried this over Q&A section and chat. but I think, my query is not received by Sudhanshu Sir"
zoom_platform_query,"can you please send us the meeting details from next time including meeting id and passwords, incase if i am having any issues with the link"
zoom_platform_query,Can we connect through teams and chat... Or zoom...
zoom_platform_query,my q&a window during zoom was not displaying any other questions apart from mine and my questions were not visible to Sudhanshu
zoom_platform_query,I couldnt ask my questions during zoom
zoom_platform_query,"i didnt see any other person chat in zoom,, also - he was answering everyone but never tried answering me"
zoom_platform_query,"i raised my hand yesterday and today, but never got a chance to speak - i think the option is disabled for me in zoom"
zoom_platform_query,"at this moment, i dont have but why was I not able to see any questions from others, have you blocked me?"
zoom_platform_query,"ok, i just want to make sure i have attended properly and i can surely ask questions from you,, but i dont understand why i could not see another's questions - dont you think that shall come? in my screen"
zoom_platform_query,"i shud ideally see that since i was seeing it yesterday, but today i couldnt see - hence asking you"
zoom_platform_query,"I'm not able to speak in class while discussion time , there no mic option for me. Did you disable me to speak"
zoom_platform_query,my questions posted in Zoom chat are not answered. Where should I post so that Krish/Sudhanshu can take my question & answer it
zoom_platform_query,"Hi, this is Mahesh Chauhan here. I am facing issue with zoom app. For question i post; looks likes not getting"
zoom_platform_query,"i can see only All panelist in my chat window, is it same for other users too ?"
zoom_platform_query,"still audio session not started they are taking from chat window, i already put question"
zoom_platform_query,"yesterday i posted in Q & A window too, why i can't see All Panelist & attendees option in my chat window ?"
zoom_platform_query,ok..1 more doubt.. in zoom meeting there are 3 options i am seeing to respond to sudhanshu ..1.chat 2.Raise hand 3.QA..........whcih option i should go for..bcoz i am not getting response
zoom_platform_query,to day I was unable to unmute and ask questions during the class...
zoom_platform_query,Sir I am not able to join resume discussion class because of zoom error 3038
zoom_platform_query,I'm trying to join the meeting with link sent to us..but that link says meting is going to start at 9pm
zoom_platform_query,But I don't even have permission to raise hand is it Zoom issue??
zoom_platform_query,"I have joined the ML 29th session, but I do have the audio and video options."
zoom_platform_query,i am unable to send my question in live session. Also i am unable see others questions
zoom_platform_query,"Actually I'm not getting the mic option, Everytime I log in Zoom"
zoom_platform_query,I'm not getting the mic option for zoom meeting to ask my ques ml-29 course
zoom_platform_query,There is no mic option available for me to ask my doubts
zoom_platform_query,can u please let me know..how should i know unmute myself in zoom meeting
zoom_platform_query,not able to ask any question in zoom meeting
zoom_platform_query,"Hi,in the ongoing live session,whatever questions I asked,it's showing as dismissed by host,may I know what's the reason?"
zoom_platform_query,How to ask questions during the classes ?
zoom_platform_query,And how can i ask questions in between live session as other students are asking?
zoom_platform_query,How to ask questions during doubt session... Verbally?
zoom_platform_query,How to post questions in the live session
zoom_platform_query,"I tried posting in chat window and q&a window, But it seems not reaching to the sir"
zoom_platform_query,Please tell me the way to post questions in live sessions
zoom_platform_query,"In chat also I m not seeing questions posted by others, But sir is responding with answers for those questions"
zoom_platform_query,"I m unable to see what others are posting, When sir ask us to write a code"
zoom_platform_query,Do we have any other way other than Q&A in zoom
zoom_platform_query,"Chat disabled for me, How to enable chat from my end"
zoom_platform_query,I am not able to Q&A....Please suggest.
zoom_platform_query,can we have the snapshot of every Q&A during the session as well
zoom_platform_query,What questions were asked and what answers are given just for my information
